uri;nome;idLegislaturaInicial;idLegislaturaFinal;nomeCivil;cpf;siglaSexo;urlRedeSocial;urlWebsite;dataNascimento;dataFalecimento;ufNascimento;municipioNascimento
https://dadosabertos.camara.leg.br/api/v2/deputados/98148;Cobalchini;57;57;VALDIR VITAL COBALCHINI;;M;;;1963-09-07;;SC;São Lourenço D'Oeste
https://dadosabertos.camara.leg.br/api/v2/deputados/220594;Coronel Assis;57;57;JONILDO JOSÉ DE ASSIS;;M;https://www.facebook.com/coronelassismt, https://www.instagram.com/coronelassis, https://youtube.com/coronelassis308, https://twitter.com/coronelassismt;;1976-04-16;;MT;Cuiabá
https://dadosabertos.camara.leg.br/api/v2/deputados/204378;Coronel Chrisóstomo;56;57;JOÃO CHRISÓSTOMO DE MOURA;;M;;;1959-06-23;;AM;Tefé
https://dadosabertos.camara.leg.br/api/v2/deputados/220595;Coronel Fernanda;57;57;RUBIA FERNANDA DINIZ ROBSON SANTOS DE SIQUEIRA;;F;https://twitter.com/coronelfernand9, https://www.facebook.com/coronelfernandamt, https://www.instagram.com/coronelfernandamt;;1974-11-13;;MT;Cuiabá
https://dadosabertos.camara.leg.br/api/v2/deputados/220666;Coronel Meira;57;57;LUIZ DE FRANÇA E SILVA MEIRA;;M;https://www.instagram.com/coronelmeiraoficial, https://twitter.com/coronel_meira;;1958-01-07;;PE;Camaragibe
https://dadosabertos.camara.leg.br/api/v2/deputados/222142;Coronel Telhada;57;57;PAULO ADRIANO LOPES LUCINDA TELHADA;;M;;;1961-10-10;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220590;Coronel Ulysses;57;57;ULYSSES FREITAS PEREIRA DE ARAÚJO;;M;https://www.instagram.com/coronelulysses, https://youtube.com/coronelulysses, https://twitter.com/coronelulysses, https://www.facebook.com/coronelulysses;;1972-10-19;;AC;Cruzeiro do Sul
https://dadosabertos.camara.leg.br/api/v2/deputados/178963;Covatti Filho;55;57;LUIS ANTONIO FRANCISCATTO COVATTI;;M;https://www.facebook.com/covatti.filho, https://www.instagram.com/covattifilho, https://twitter.com/covattifilho;;1987-07-25;;RS;Frederico Westphalen
https://dadosabertos.camara.leg.br/api/v2/deputados/220608;Cristiane Lopes;57;57;CRISTIANE LOPES DA LUZ BENARROSH;;F;;;1983-11-17;;RO;Porto Velho
https://dadosabertos.camara.leg.br/api/v2/deputados/204355;Da Vitoria;56;57;JOSIAS MARIO DA VITORIA;;M;https://www.instagram.com/deputadodavitoria, https://www.facebook.com/deputadodavitoria, https://twitter.com/depdavitoria, https://youtube.com/channel/UC4YSDb1Hfh-DtR1Wj0WQNWg?view_as=subscriber;;1971-06-02;;ES;Colatina
https://dadosabertos.camara.leg.br/api/v2/deputados/141411;Dagoberto Nogueira;53;57;DAGOBERTO NOGUEIRA FILHO;;M;https://twitter.com/depdagoberto, https://www.instagram.com/dagobertonogueirams, https://www.facebook.com/dagobertonogueirams;;1955-07-21;;SP;São José do Rio Preto
https://dadosabertos.camara.leg.br/api/v2/deputados/220555;Daiana Santos;57;57;DAIANA SILVA DOS SANTOS;;F;https://www.instagram.com/daianasantospoa, https://www.facebook.com/daianasantospoa, https://twitter.com/daianasantospoa;;1982-01-29;;RS;Júlio de Castilhos
https://dadosabertos.camara.leg.br/api/v2/deputados/220692;Dal Barreto;57;57;ADALBERTO ROSA BARRETO;;M;https://www.facebook.com/dalbarretodep, https://www.instagram.com/dalbarretodeputado, https://twitter.com/deputadodal, https://youtube.com/channel/UCFUsJuJCkySxlbxeZjrpKgQ;;1979-03-16;;BA;Amargosa
https://dadosabertos.camara.leg.br/api/v2/deputados/74467;Damião Feliciano;51;57;DAMIÃO FELICIANO DA SILVA;;M;;;1952-04-28;;PB;Campina Grande
https://dadosabertos.camara.leg.br/api/v2/deputados/220629;Dandara;57;57;DANDARA TONANTZIN SILVA CASTRO;;F;https://www.instagram.com/todandara, https://twitter.com/todandara;;1994-01-23;;MG;Gurinhatã
https://dadosabertos.camara.leg.br/api/v2/deputados/220603;Dani Cunha;57;57;DANIELLE DYTZ DA CUNHA;;F;;;1987-05-19;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220571;Daniel Agrobom;57;57;DANIEL VIEIRA RAMOS;;M;;;1968-07-02;;MG;Uberlândia
https://dadosabertos.camara.leg.br/api/v2/deputados/74060;Daniel Almeida;52;57;DANIEL GOMES DE ALMEIDA;;M;;;1955-01-21;;BA;Mairi
https://dadosabertos.camara.leg.br/api/v2/deputados/220582;Daniel Barbosa;57;57;DANIEL BARBOSA DE ALMEIDA SILVA;;M;https://www.instagram.com/daniel.barbosa.al, https://twitter.com/DanielBarbosaAL;;1984-10-27;;AL;Maceió
https://dadosabertos.camara.leg.br/api/v2/deputados/204367;Daniel Freitas;56;57;DANIEL COSTA DE FREITAS;;M;https://www.instagram.com/danielcfreitas, https://www.facebook.com/depdanielfreitas, https://twitter.com/DFDanielFreitas;;1982-04-03;;SC;Criciúma
https://dadosabertos.camara.leg.br/api/v2/deputados/228941;Daniel José;57;57;DANIEL JOSÉ DA SILVA OLIVEIRA;;M;;;1988-02-14;;SP;Bragança Paulista
https://dadosabertos.camara.leg.br/api/v2/deputados/204409;Daniel Trzeciak;56;57;DANIEL TRZECIAK DUARTE;;M;https://twitter.com/TrzeciakDaniel, https://www.instagram.com/danieltrzeciak45, https://www.facebook.com/DanielTrzeciak45, https://youtube.com/DanielTrzeciak;;1986-11-04;;RS;Dom Feliciano
https://dadosabertos.camara.leg.br/api/v2/deputados/204459;Daniela do Waguinho;56;57;DANIELA MOTE DE SOUZA CARNEIRO;;F;https://www.facebook.com/danieladowaguinho, https://www.instagram.com/danieladowaguinho;;1976-02-10;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220557;Daniela Reinehr;57;57;DANIELA CRISTINA REINEHR;;F;https://www.facebook.com/danielareinehr.sc, https://twitter.com/DanielaReinehr, https://www.instagram.com/danielareinehr;;1977-04-04;;SC;Maravilha
https://dadosabertos.camara.leg.br/api/v2/deputados/62881;Danilo Forte;54;57;FRANCISCO DANILO BASTOS FORTE;;M;https://www.instagram.com/depdaniloforte, https://www.facebook.com/depdaniloforte, https://twitter.com/depdaniloforte;;1958-09-01;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/160552;Danrlei de Deus Hinterholz;54;57;DANRLEI DE DEUS HINTERHOLZ;;M;;;1973-04-18;;RS;Crissiumal
https://dadosabertos.camara.leg.br/api/v2/deputados/116379;Darci de Matos;56;57;DARCI DE MATOS;;M;;;1961-11-08;;PR;Cafelândia
https://dadosabertos.camara.leg.br/api/v2/deputados/204511;David Soares;56;57;DAVID BEZERRA RIBEIRO SOARES;;M;;;1973-12-21;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220659;Dayany Bittencourt;57;57;DAYANY BITTENCOURT SANTIL;;F;https://www.instagram.com/dayanybittencourt, https://www.facebook.com/dayanydocapitao/, https://twitter.com/dep_dayany, https://youtube.com/dayanydocapitao9613;;1981-09-13;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/220539;Defensor Stélio Dener;57;57;STÉLIO DENER DE SOUZA CRUZ;;M;;;1972-11-16;;RR;Boa Vista
https://dadosabertos.camara.leg.br/api/v2/deputados/220565;Delegada Adriana Accorsi;57;57;ADRIANA SAUTHIER ACCORSI;;F;https://www.facebook.com/delegadaadrianaaccorsi, https://www.youtube.com/channel/UCka3DO1hTh69qpZm27yjlmg, https://www.instagram.com/adriana_accorsi/, https://twitter.com/Adriana_Accorsi;;1973-03-17;;GO;Itapuranga
https://dadosabertos.camara.leg.br/api/v2/deputados/220625;Delegada Ione;57;57;IONE MARIA MOREIRA DIAS BARBOSA;;F;;;1974-03-20;;MG;Barbacena
https://dadosabertos.camara.leg.br/api/v2/deputados/220561;Delegada Katarina;57;57;KATARINA FEITOZA LIMA SANTANA;;F;https://www.facebook.com/delegadakatarina, https://www.instagram.com/delegadakatarina/, https://www.youtube.com/@delegadakatarina;;1973-10-05;;SE;Aracaju
https://dadosabertos.camara.leg.br/api/v2/deputados/220642;Delegado Bruno Lima;57;57;BRUNO MARCELLO DE OLIVEIRA LIMA;;M;https://twitter.com/https:, https://www.facebook.com/profile.php, https://www.instagram.com/del.brunolima;;1986-08-25;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220673;Delegado Caveira;57;57;LENILDO MENDES DOS SANTOS SERTÃO;;M;https://www.facebook.com/delegadocaveira, https://www.instagram.com/delegadocaveira, https://twitter.com/delegadocaveira, https://youtube.com/delegadocaveira;;1979-04-27;;GO;Rio Verde
https://dadosabertos.camara.leg.br/api/v2/deputados/220649;Delegado da Cunha;57;57;CARLOS ALBERTO DA CUNHA;;M;https://www.youtube.com/@DelegadodaCunha, https://m.facebook.com/delegadodacunha?mibextid=ZbWKwL, https://twitter.com/DacunhaDelegado, https://instagram.com/delegadodacunha?igshid=ZDdkNTZiNTM=;;1977-10-14;;SP;Santos
https://dadosabertos.camara.leg.br/api/v2/deputados/178908;Delegado Éder Mauro;55;57;EDER MAURO CARDOSO BARRA;;M;;;1960-12-14;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/220583;Delegado Fabio Costa;57;57;FABIO MICHEY COSTA DA SILVA;;M;https://www.facebook.com/DelegadoFabioCosta, https://www.instagram.com/delegadofabiocosta, https://twitter.com/delegadofabioc1, https://youtube.com/channel/UC8rTmVCfhCWa0ufzxg_cMzw;;1980-10-15;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/204512;Delegado Marcelo Freitas;56;57;MARCELO EDUARDO FREITAS;;M;https://www.instagram.com/delegadomarcelofreitas, https://www.facebook.com/delegadomarcelofreitas, https://twitter.com/DelegadoFreitas, https://youtube.com/channel/UC-YDFg5FTo1FKRkav_mD6oQ;;1976-03-04;;MG;Montes Claros
https://dadosabertos.camara.leg.br/api/v2/deputados/220701;Delegado Matheus Laiola;57;57;MATHEUS ARAUJO LAIOLA;;M;https://www.facebook.com/delegadomatheuslaiola, https://www.instagram.com/delegado.matheuslaiola, https://twitter.com/MatheusLaiola;;1982-12-24;;SP;Cândido Mota
https://dadosabertos.camara.leg.br/api/v2/deputados/220652;Delegado Palumbo;57;57;MARIO PALUMBO JUNIOR;;M;https://www.facebook.com/delegadopalumbo, https://www.instagram.com/delegadopalumbo/;;1974-08-16;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220654;Delegado Paulo Bilynskyj;57;57;PAULO FRANCISCO MUNIZ BILYNSKYJ;;M;;;1987-03-10;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/220619;Delegado Ramagem;57;57;ALEXANDRE RAMAGEM RODRIGUES;;M;;;1972-05-08;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/228272;Délio Pinheiro;57;57;DELIO PINHEIRO NETO;;M;;;1977-09-27;;MG;Porteirinha
https://dadosabertos.camara.leg.br/api/v2/deputados/220705;Deltan Dallagnol;57;57;DELTAN MARTINAZZO DALLAGNOL;;M;;;1980-01-15;;PR;Pato Branco
https://dadosabertos.camara.leg.br/api/v2/deputados/220553;Denise Pessôa;57;57;DENISE DA SILVA PESSÔA;;F;;;1983-06-17;;RS;Caxias do Sul
https://dadosabertos.camara.leg.br/api/v2/deputados/220689;Detinha;57;57;MARIA DEUSDETE LIMA CUNHA RODRIGUES;;F;https://www.instagram.com/detinhapl, https://youtube.com/detinha, https://www.facebook.com/detinha;;1979-01-25;;CE;Cariús
https://dadosabertos.camara.leg.br/api/v2/deputados/160588;Diego Andrade;54;57;DIEGO LEONARDO DE ANDRADE CARVALHO;;M;https://twitter.com/@diegoandrademg, https://www.facebook.com/diegoandrademg, https://www.instagram.com/diegoandrademg;;1977-08-08;;MG;Belo Horizonte
https://dadosabertos.camara.leg.br/api/v2/deputados/220691;Diego Coronel;57;57;DIEGO HENRIQUE SILVA CERQUEIRA MARTINS;;M;;;1983-01-22;;BA;Salvador
https://dadosabertos.camara.leg.br/api/v2/deputados/178929;Diego Garcia;55;57;DIEGO ALEXSANDER GONCALO PAULA GARCIA;;M;https://twitter.com/diegogarciapr, https://www.facebook.com/diegogarciapr, https://www.instagram.com/diegogarciaparana, https://youtube.com/diegogarciapr;;1984-10-10;;PR;Bandeirantes
https://dadosabertos.camara.leg.br/api/v2/deputados/73768;Dilceu Sperafico;50;57;DILCEU JOÃO SPERAFICO;;M;;;1948-01-26;;RS;Santa Rosa
https://dadosabertos.camara.leg.br/api/v2/deputados/220671;Dilvanda Faro;57;57;DILVANDA FURTADO FARO;;F;;;1969-05-08;;PA;Bujaru
https://dadosabertos.camara.leg.br/api/v2/deputados/160599;Dimas Fabiano;54;57;DIMAS FABIANO TOLEDO JÚNIOR;;M;;;1973-05-23;;RJ;Macaé
https://dadosabertos.camara.leg.br/api/v2/deputados/220602;Dimas Gadelha;57;57;DIMAS DE PAIVA GADELHA JUNIOR;;M;https://www.facebook.com/dimasgadelha13, https://www.instagram.com/dr.dimasgadelha, https://twitter.com/dimasgadelha13, https://youtube.com/channel/UCgGSnpuEXdYKaeE7ZyPgjqw;;1975-05-03;;PB;Sousa
https://dadosabertos.camara.leg.br/api/v2/deputados/143632;Domingos Neto;54;57;DOMINGOS GOMES DE AGUIAR NETO;;M;https://twitter.com/domingos_neto, https://www.facebook.com/DomingosNetoCeara, https://www.instagram.com/domingosneto, https://youtube.com/channel/UCenz2PqXTJKnPGRVNTs0AAg;;1988-04-29;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/160758;Domingos Sávio;54;57;DOMINGOS SÁVIO CAMPOS RESENDE;;M;;;1957-03-25;;MG;São Tiago
https://dadosabertos.camara.leg.br/api/v2/deputados/220573;Dorinaldo Malafaia;57;57;DORINALDO BARBOSA MALAFAIA;;M;https://www.facebook.com/dorinaldomalafaia, https://www.instagram.com/malafaiadorinaldo, https://twitter.com/malafaia_d;;1976-02-23;;AP;Macapá
https://dadosabertos.camara.leg.br/api/v2/deputados/227433;Douglas Viegas;57;57;DOUGLAS DE PAULO VIEGAS;;M;;;1979-06-19;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/204450;Doutor Luizinho;56;57;LUIZ ANTONIO DE SOUZA TEIXEIRA JÚNIOR;;M;https://www.facebook.com/doutorluizinho, https://www.instagram.com/doutorluizinho, https://twitter.com/Doutorluizinhot;;1973-12-15;;RJ;Nova Iguaçu
https://dadosabertos.camara.leg.br/api/v2/deputados/227401;Dr Fabio Rueda;57;57;FABIO GONÇALVES DE RUEDA;;M;https://www.instagram.com/fabioruedaoficial, https://www.facebook.com/fabio.derueda;;1977-07-17;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/227991;Dr Flávio;57;57;FLAVIO CAMPOS FERREIRA;;M;;;1971-02-25;;MG;Central de Minas
https://dadosabertos.camara.leg.br/api/v2/deputados/221339;Dr. Benjamim;57;57;BENJAMIM DE OLIVEIRA;;M;https://www.instagram.com/soudrbenjamim;;1973-02-07;;PR;Planalto
https://dadosabertos.camara.leg.br/api/v2/deputados/220614;Dr. Daniel Soranz;57;57;DANIEL RICARDO SORANZ PINTO;;M;https://www.instagram.com/danielsoranz;;1979-02-16;;RJ;Vassouras
https://dadosabertos.camara.leg.br/api/v2/deputados/220610;Dr. Fernando Máximo;57;57;FERNANDO RODRIGUES MÁXIMO;;M;https://www.youtube.com/@DrFernandoMaximo, https://www.facebook.com/drfernandomaximo007, https://www.instagram.com/drfernandomaximo007/, https://twitter.com/fernandomaximoX;;1979-10-04;;GO;Ceres
https://dadosabertos.camara.leg.br/api/v2/deputados/220688;Dr. Francisco;57;57;FRANCISCO DE ASSIS DE OLIVEIRA COSTA;;M;https://www.instagram.com/franciscocostapi, https://twitter.com/dr.franciscopi;;1979-10-14;;PI;São Francisco do Piauí
https://dadosabertos.camara.leg.br/api/v2/deputados/204518;Dr. Frederico;56;57;FREDERICO DE CASTRO ESCALEIRA;;M;https://www.facebook.com/drfredericomg, https://www.instagram.com/drfredericomg;;1977-03-24;;RJ;Teresópolis
https://dadosabertos.camara.leg.br/api/v2/deputados/212625;Dr. Gonçalo;56;57;ANTONIO ELIZABETH GONÇALO DE SOUSA;;M;;;1953-07-08;;MA;Pastos Bons
https://dadosabertos.camara.leg.br/api/v2/deputados/220570;Dr. Ismael Alexandrino;57;57;ISMAEL ALEXANDRINO JUNIOR;;M;https://www.instagram.com/ismael.alexandrino, https://twitter.com/IsmAlexandrino, https://www.facebook.com/IsmaelAlexandrino;;1983-07-26;;GO;São Luís de Montes Belos
https://dadosabertos.camara.leg.br/api/v2/deputados/204481;Dr. Jaziel;56;57;JAZIEL PEREIRA DE SOUSA;;M;;;1961-05-03;;CE;Camocim
https://dadosabertos.camara.leg.br/api/v2/deputados/204351;Dr. Luiz Ovando;56;57;LUIZ ALBERTO OVANDO;;M;https://www.facebook.com/drluizovando, https://www.instagram.com/drluizovando, https://twitter.com/drluizovando, https://youtube.com/channel/UCQ1v5nEfElt-ztWZkpxZdBQ;;1949-09-25;;MS;Corumbá
https://dadosabertos.camara.leg.br/api/v2/deputados/228616;Dr. Remy Soares;57;57;REMY ALVES SOARES FILHO;;M;;;1990-10-04;;MA;São Luís
https://dadosabertos.camara.leg.br/api/v2/deputados/220528;Dr. Victor Linhalis;57;57;VICTOR GAROZI LINHALIS;;M;https://www.facebook.com/DrVictorLinhalis, https://www.instagram.com/drvictorlinhalis/, https://twitter.com/DepDrVictor, https://www.youtube.com/channel/UC9lrrW_04FxppALPdqqoUjw;;1986-01-02;;ES;Colatina
https://dadosabertos.camara.leg.br/api/v2/deputados/204412;Dr. Zacharias Calil;56;57;ZACARIAS CALIL HAMU;;M;https://twitter.com/zachariascalil, https://www.facebook.com/drzachariascalil, https://www.instagram.com/drzachariascalil;;1953-11-05;;GO;Goiânia
https://dadosabertos.camara.leg.br/api/v2/deputados/220674;Dra. Alessandra Haber;57;57;ALESSANDRA HABER CARVALHO SANTOS;;F;https://www.instagram.com/draalessandrahaber, https://www.facebook.com/draalessandrahaber;;1988-09-15;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/230088;Dra. Mayra Pinheiro;57;57;MAYRA ISABEL CORREIA PINHEIRO;;F;;;1966-11-21;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/227800;Duarte Gonçalves Jr;57;57;DUARTE EUSTÁQUIO GONÇALVES JUNIOR;;M;;;1980-09-11;;MG;Ponte Nova
https://dadosabertos.camara.leg.br/api/v2/deputados/220686;Duarte Jr.;57;57;HILDELIS SILVA DUARTE JUNIOR;;M;https://www.instagram.com/duartejr_, https://twitter.com/DuarteJr_, https://www.facebook.com/ProfessorDuarteJr;;1986-09-15;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/220540;Duda Ramos;57;57;DUDA BRITO RAMOS;;M;https://www.facebook.com/dudaramos.rr, https://twitter.com/soududaramos, https://www.instagram.com/dudaramos.rr;;1974-05-19;;AM;Benjamin Constant
https://dadosabertos.camara.leg.br/api/v2/deputados/220623;Duda Salabert;57;57;DUDA SALABERT ROSA;;F;https://www.instagram.com/duda_salabert, https://twitter.com/DudaSalabert, https://www.facebook.com/DudaSalabert;;1981-05-02;;MG;Belo Horizonte
https://dadosabertos.camara.leg.br/api/v2/deputados/204541;Eduardo Bismarck;56;57;EDUARDO HENRIQUE MAIA BISMARCK;;M;https://twitter.com/eduardobismarck, https://www.instagram.com/eduardobismarckce, https://www.facebook.com/eduardobismarckce, https://youtube.com/EduardoBismarckCE;;1981-11-14;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/92346;Eduardo Bolsonaro;55;57;EDUARDO NANTES BOLSONARO;;M;;;1984-07-10;;RJ;Resende
https://dadosabertos.camara.leg.br/api/v2/deputados/141421;Eduardo da Fonte;53;57;EDUARDO HENRIQUE DA FONTE DE ALBUQUERQUE SILVA;;M;;;1972-10-17;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/220589;Eduardo Velloso;57;57;EDUARDO OVÍDIO BORGES DE VELLOSO VIANNA;;M;https://www.instagram.com/dr.eduardovelloso, https://www.facebook.com/dr.eduardovellosoo, https://youtube.com/channel, https://twitter.com/_EduardoVelloso;;1976-07-08;;AC;Rio Branco
https://dadosabertos.camara.leg.br/api/v2/deputados/74075;Elcione Barbalho;50;57;ELCIONE THEREZINHA ZAHLUTH BARBALHO;;F;http://twitter.com/elcionepmdb, http://www.facebook.com/elcionepmdb, https://www.instagram.com/elcionebarbalho;;1944-10-05;;PA;Belém
https://dadosabertos.camara.leg.br/api/v2/deputados/204364;Eli Borges;56;57;ELI DIAS BORGES;;M;;;1960-09-01;;GO;Ipameri
https://dadosabertos.camara.leg.br/api/v2/deputados/226553;Eliane Braz;57;57;FRANCISCA ELIANE BRAZ DE CARVALHO;;F;https://www.facebook.com/elianebrazce;;1976-09-08;;CE;Iguatu
https://dadosabertos.camara.leg.br/api/v2/deputados/229585;Elisangela Araujo;57;57;ELISANGELA DOS SANTOS ARAUJO;;F;;;1973-08-29;;BA;Valente
https://dadosabertos.camara.leg.br/api/v2/deputados/220008;Eliza Virgínia;56;57;ELIZA VIRGINIA DE SOUZA FERNANDES;;F;;;1972-04-02;;PB;João Pessoa
https://dadosabertos.camara.leg.br/api/v2/deputados/178854;Elmar Nascimento;55;57;ELMAR JOSE VIEIRA NASCIMENTO;;M;;;1970-07-06;;BA;Campo Formoso
https://dadosabertos.camara.leg.br/api/v2/deputados/218086;Ely Santos;56;57;ELIANE DE SOUSA ALVES;;F;https://pt-br.facebook.com/oficialelysantos/, https://instagram.com/deputadafederal_elysantos?utm_medium=copy_link;;1977-01-13;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/198783;Emanuel Pinheiro Neto;56;57;EMANUEL PINHEIRO DA SILVA PRIMO;;M;https://www.facebook.com/emanuelpinheironeto, https://www.instagram.com/emanuelpinheironeto, https://twitter.com/emanuelzinhomt;;1995-01-05;;MT;Cuiabá
https://dadosabertos.camara.leg.br/api/v2/deputados/161550;Emidinho Madeira;56;57;EMIDIO ALVES MADEIRA JUNIOR;;M;https://www.instagram.com/emidinhomadeira, https://www.facebook.com/emidinhomadeira;;1967-03-10;;MG;Nova Resende
https://dadosabertos.camara.leg.br/api/v2/deputados/225730;Enfermeira Ana Paula;57;57;ANA PAULA BRANDÃO DA SILVA FARIAS;;F;;;1983-11-17;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/230765;Enfermeira Rejane;57;57;REJANE DE ALMEIDA;;F;;;1963-08-24;;RJ;Rio de Janeiro
https://dadosabertos.camara.leg.br/api/v2/deputados/132504;Enio Verri;55;57;ENIO JOSÉ VERRI;;M;https://www.facebook.com/enio.verri, https://twitter.com/enioverri, https://www.instagram.com/enioverri, https://youtube.com/enioverri;http://www.enioverri.com.br/;1961-03-27;;PR;Maringá
https://dadosabertos.camara.leg.br/api/v2/deputados/220663;Eriberto Medeiros;57;57;JOSÉ ERIBERTO MEDEIROS DE OLIVEIRA;;M;;;1965-09-26;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/220645;Erika Hilton;57;57;ERIKA SANTOS SILVA;;F;https://www.instagram.com/hilton_erika, https://twitter.com/erikakhilton;;1992-12-09;;SP;Franco da Rocha
https://dadosabertos.camara.leg.br/api/v2/deputados/160575;Erika Kokay;54;57;ÉRIKA JUCÁ KOKAY;;F;;;1957-08-15;;CE;Fortaleza
https://dadosabertos.camara.leg.br/api/v2/deputados/160640;Eros Biondini;54;57;EROS FERREIRA BIONDINI;;M;http://twitter.com/erosbiondini, https://www.facebook.com/erosbiondini, http://www.youtube.com/erosbiondini, https://www.instagram.com/ErosBiondini;http://www.erosbiondini.com;1971-05-20;;MG;Belo Horizonte
https://dadosabertos.camara.leg.br/api/v2/deputados/204482;Euclydes Pettersen;56;57;EUCLYDES MARCOS PETTERSEN NETO;;M;;;1984-08-15;;MG;Governador Valadares
https://dadosabertos.camara.leg.br/api/v2/deputados/74454;Eunício Oliveira;51;57;EUNÍCIO LOPES DE OLIVEIRA;;M;https://www.instagram.com/euniciooliveira, https://twitter.com/eunicio;;1952-09-30;;CE;Lavras da Mangabeira
https://dadosabertos.camara.leg.br/api/v2/deputados/178871;Evair Vieira de Melo;55;57;EVAIR VIEIRA DE MELO;;M;https://www.facebook.com/evair.vieirademelo, https://youtube.com/channel/UCT5EVLanh6IiCl01fzPSOBQ;;1972-04-02;;ES;Conceição do Castelo
https://dadosabertos.camara.leg.br/api/v2/deputados/178905;Fabio Garcia;55;57;FABIO PAULINO GARCIA;;M;;;1977-06-29;;DF;Brasília
https://dadosabertos.camara.leg.br/api/v2/deputados/68720;Fábio Henrique;56;57;FABIO HENRIQUE SANTANA DE CARVALHO;;M;https://www.instagram.com/fabiohenriquese12, https://twitter.com/FabioHenriqueSE;;1972-06-19;;SE;Simão Dias
https://dadosabertos.camara.leg.br/api/v2/deputados/220681;Fábio Macedo;57;57;FÁBIO HENRIQUE DIAS DE  MACEDO;;M;;;1981-09-18;;MA;Dom Pedro
https://dadosabertos.camara.leg.br/api/v2/deputados/171623;Fabio Reis;54;57;FABIO DE ALMEIDA REIS;;M;https://www.facebook.com/fabioreispsd;;1977-04-15;;SE;Lagarto
https://dadosabertos.camara.leg.br/api/v2/deputados/204368;Fabio Schiochet;56;57;FÁBIO LUIZ SCHIOCHET FILHO;;M;;;1988-05-31;;SC;Jaraguá do Sul
https://dadosabertos.camara.leg.br/api/v2/deputados/220653;Fábio Teruel;57;57;Fábio Eduardo de Oliveira Teruel;;M;https://www.instagram.com/fabioterueloficial, https://youtube.com/FabioTeruelOficial, https://www.facebook.com/TmjFabioTeruel;;1971-10-22;;SP;Santa Bárbara D'Oeste
https://dadosabertos.camara.leg.br/api/v2/deputados/66828;Fausto Pinato;55;57;FAUSTO RUY PINATO;;M;;;1977-06-01;;SP;Fernandópolis
https://dadosabertos.camara.leg.br/api/v2/deputados/220712;Fausto Santos Jr.;57;57;FAUSTO VIEIRA DOS SANTOS JUNIOR;;M;;;1992-12-20;;AM;Manaus
https://dadosabertos.camara.leg.br/api/v2/deputados/220646;Felipe Becari;57;57;FELIPE BECARI COMENALE;;M;https://twitter.com/felipebecari, https://www.facebook.com/felipebecarisp, https://www.instagram.com/felipebecari, https://youtube.com/channel;;1987-03-06;;SP;São Paulo
https://dadosabertos.camara.leg.br/api/v2/deputados/72442;Felipe Carreras;55;57;FELIPE AUGUSTO LYRA CARRERAS;;M;;;1975-04-16;;PE;Recife
https://dadosabertos.camara.leg.br/api/v2/deputados/204398;Felipe Francischini;56;57;LUIS FELIPE BONATTO FRANCISCHINI;;M;;;1991-10-02;;PR;Curitiba
https://dadosabertos.camara.leg.br/api/v2/deputados/227370;Felipe Saliba;57;57;FELIPE MAURÍCIO SALIBA DE SOUZA;;M;;;1980-06-12;;MG;Belo Horizonte
https://dadosabertos.camara.leg.br/api/v2/deputados/160666;Félix Mendonça Júnior;54;57;FELIX DE ALMEIDA MENDONÇA JÚNIOR;;M;https://www.facebook.com/felixmendoncajr, https://twitter.com/felixmendoncajr, https://www.instagram.com/felixmendoncajr;;1963-11-29;;BA;Itabuna
https://dadosabertos.camara.leg.br/api/v2/deputados/204407;Fernanda Melchionna;56;57;FERNANDA MELCHIONNA E SILVA;;F;;;1984-02-02;;RS;Alegrete
https://dadosabertos.camara.leg.br/api/v2/deputados/220656;Fernanda Pessoa;57;57;FERNANDA ENEIDA PESSOA CARACAS DE SOUZA;;F;;;1966-06-08;;CE;Fortaleza
